NR CRT,NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
331,"Vama Sfântu Gheorghe","DN12 527166 Arcuș","Government or Community Facility","Covasna (Romanian pronunciation:?[ko?vasna] (listen), Hungarian: Kov?szna, Hungarian pronunciation:?[?kova?sn?] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550?600?m. It is known for its natural mineral waters and mofettas.","Covasna",45.88758,25.80872,0
332,"The city of Sfântu Gheorghe","Covasna, Romania","Attraction","Sfântu Gheorghe (Romanian: [ˈsfɨntu ˈɡe̯orɡe]; Hungarian: Sepsiszentgyörgy or Szentgyörgy [ˈʃɛpʃisɛɲɟørɟ] (listen); Yiddish: סנט דזשארדזש‎) is the capital city of Covasna County, Romania. Located in the central part of the country and in the historical region of Transylvania, it lies on the Olt River in a valley between the Baraolt Mountains and Bodoc Mountains. The city administers two villages, Chilieni (Kilyén) and Coșeni (Szotyor).","Covasna",45.820120333333335,25.740741222222223,0
333,"The resorts in the mountains around:","Covasna, Romania","Attraction","Covasna (Romanian pronunciation:?[ko?vasna] (listen), Hungarian: Kov?szna, Hungarian pronunciation:?[?kova?sn?] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550?600?m. It is known for its natural mineral waters and mofettas.","Covasna",0,0,0
334,"Covasna","Romania","City, Town or Village","Covasna (Romanian pronunciation: [koˈvasna] (listen), Hungarian: Kovászna, Hungarian pronunciation: [ˈkovaːsnɒ] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550–600 m. It is known for its natural mineral waters and mofettas.","Covasna",45.84495,26.16916,0
335,"Covasna","Strada Unirii 525200 Covasna","Hotel","Covasna (Romanian pronunciation: [koˈvasna] (listen), Hungarian: Kovászna, Hungarian pronunciation: [ˈkovaːsnɒ] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550–600 m. It is known for its natural mineral waters and mofettas.","Covasna",45.84421,26.17472,0
336,"Covasna","Costuleni","Administrative Region","Covasna (Romanian pronunciation: [koˈvasna] (listen), Hungarian: Kovászna, Hungarian pronunciation: [ˈkovaːsnɒ] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550–600 m. It is known for its natural mineral waters and mofettas.","Covasna",47.00604,27.84491,0
337,"Primăria Covasna","Strada Gheorghe Doja 525200 Covasna","Government or Community Facility","N/A","Covasna",45.84459,26.16875,0
338,"Covasna Hm.","Strada Gara Mare 525200 Covasna","Railway Station","N/A","Covasna",45.85795,26.14698,0
339,"Autogara Covasna","Strada Ștefan cel Mare 525200 Covasna","Public Transport","N/A","Covasna",45.8468,26.16581,0
340,"Remat Covasna","Sfântu Gheorghe","Business & Services","N/A","Covasna",45.861477,25.813719,0
341,"Apia Covasna","Strada Locotenent Păiș David Sfântu Gheorghe","Government or Community Facility","N/A","Covasna",45.85054,25.80565,0
342,"Hotel Covasna","Strada 1 Decembrie 1918 1 525200 Covasna","Hotel","N/A","Covasna",45.84612,26.17037,0
343,"Ajofm Covasna","Bulevardul Gen. Grigore Bălan 14 Sfântu Gheorghe","Government or Community Facility","N/A","Covasna",45.868299,25.79421,0
344,"Hotel Montana","Strada Toth 525200 Covasna","Hotel","N/A","Covasna",45.84355,26.18177,0
345,"Winter Rally Covasna","Strada Livezii 3 520031 Sfântu Gheorghe","Sport Facility/Venue","N/A","Covasna",45.8597,25.7875,0
346,"Vinalcool Covasna","Strada Ciucului 520019 Sfântu Gheorghe","Shop","N/A","Covasna",45.87161,25.79537,0
347,"Dacia","Strada Unirii 525200 Covasna","Hotel","N/A","Covasna",45.84438,26.17431,0
348,"Inspectoratul Școlar Covasna","Strada Victor Babeș Sfântu Gheorghe","Educational Facility","N/A","Covasna",45.86596,25.78177,0
349,"I.T.M. Covasna","Strada Muncitorilor 520032 Sfântu Gheorghe","Government or Community Facility","Covasna (Romanian pronunciation:?[ko?vasna] (listen), Hungarian: Kov?szna, Hungarian pronunciation:?[?kova?sn?] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550?600?m. It is known for its natural mineral waters and mofettas.","Covasna",45.85592,25.78816,0
350,"Strada Covasna","Bucharest","Street or Square","N/A","Covasna",44.37926,26.11557,0
351,"Inspectoratul Școlar Județean Covasna","Strada Porumbeilor 520004 Sfântu Gheorghe","Government or Community Facility","N/A","Covasna",45.86607,25.78166,0
352,"Covasna","Covasna, Romania","Attraction","Covasna (Romanian pronunciation: [koˈvasna] (listen), Hungarian: Kovászna, Hungarian pronunciation: [ˈkovaːsnɒ] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550–600 m. It is known for its natural mineral waters and mofettas.","Covasna",45.83652366666667,26.092243833333335,0
353,"Băile Balvanyos","527160 Turia","Administrative Region","N/A","Covasna",46.1091,25.9591,0
354,"Grand Hotel Balvanyos (Balvanyos Resort)","DJ113 527160 Turia","Hotel","N/A","Covasna",46.11676,25.9423,0
355,"Cetatea Balvanyos","DJ113 527160 Turia","Landmark/Attraction","N/A","Covasna",46.1134,25.95977,0
356,"Cabana Istvana, Balvanyos","DJ113 527160 Turia","Transport","N/A","Covasna",46.108698,25.961687,0
357,"Gastrolab Balvanyos","DJ113 527160 Turia","Restaurant","N/A","Covasna",46.116512,25.943241,0
358,"Strada Balvanyos","525400 Târgu Secuiesc","Street or Square","N/A","Covasna",46.005,26.12787,0
359,"Vár panzió, Bálványos","DJ113 527160 Turia","Hotel","N/A","Covasna",46.038785,26.050135,0
360,"Bálvány utca","5900 Orosháza Hungary","Street or Square","N/A","Covasna",46.56943,20.68124,0
361,"Balványos","Covasna, Romania","Attraction","N/A","Covasna",46.14721062500001,25.328167875000002,0
362,"Malnaș-Băi","Malnaș","Administrative Region","N/A","Covasna",46.03342,25.82365,0
363,"Malnaş Băi","DJ122B 527118 Malnaș","Railway Station","N/A","Covasna",46.036151,25.824349,0
364,"Școala Primară Malnaș-Băi","DJ122B 527118 Malnaș","Educational Facility","N/A","Covasna",46.03286,25.82388,0
365,"Malnaș (Malnas)","Covasna","City, Town or Village","N/A","Covasna",46.0074,25.84109,0
366,"Malnaş h.","DN12 527117 Malnaș","Railway Station","N/A","Covasna",46.00147,25.84191,0
367,"Primaria Malnas","DN12 527117 Malnaș","Government or Community Facility","N/A","Covasna",46.0081,25.84087,0
368,"Oficiu Poștal Malnaș-Băi","DJ122B 527118 Malnaș","Post Office","Valcele (Hungarian: El?patak, Hungarian pronunciation: [??l??p?t?k]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",46.033,25.82382,0
369,"Oficiu Postal Malnas","527117 Malnaș","Post Office","Valcele (Hungarian: El?patak, Hungarian pronunciation: [??l??p?t?k]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",46.00872,25.84419,0
370,"Malnaş-Băi","Covasna, Romania","Attraction","Valcele (Hungarian: El?patak, Hungarian pronunciation: [??l??p?t?k]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",46.020140125,25.832969875,0
371,"Vâlcele","Covasna","City, Town or Village","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.85465,25.68791,0
372,"Vâlcele","Olt","City, Town or Village","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",44.28188,24.53895,0
373,"Vâlcele","Feleacu","Administrative Region","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",46.67939,23.63937,0
374,"Vâlcelele","Calarasi","City, Town or Village","Vâlcelele is a commune in Călărași County, Romania. It is composed of two villages, Vâlcelele and Floroaica.","Covasna",44.39154,27.14359,0
375,"Halta Vâlcele","117464 Merișani","Railway Station","Valcele (Hungarian: El?patak, Hungarian pronunciation: [??l??p?t?k]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.00228,24.73124,0
376,"Vâlcelele","Buzau","City, Town or Village","Vâlcelele is a commune in Călărași County, Romania. It is composed of two villages, Vâlcelele and Floroaica.","Covasna",45.34118,27.34937,0
377,"Vâlcelele","Merișani","Administrative Region","Vâlcelele is a commune in Călărași County, Romania. It is composed of two villages, Vâlcelele and Floroaica.","Covasna",45.0001,24.70866,0
378,"Vâlcele","Târgu Ocna","Administrative Region","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",46.30107,26.59704,0
379,"Vâlcele","Bretea Română","Administrative Region","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.67098,23.04995,0
380,"Grădinița Vâlcele","DN13E Vâlcele","Educational Facility","N/A","Covasna",45.8532,25.68247,0
381,"Primăria Vâlcele","DJ653 237525 Vâlcele","Government or Community Facility","Valcele (Hungarian: El?patak, Hungarian pronunciation: [??l??p?t?k]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",44.28252,24.53908,0
382,"Vâlcele","Tismana","Administrative Region","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.07687,22.98316,0
383,"Școala Generală Vâlcele","DN13E 527175 Vâlcele","Educational Facility","Valcele (Hungarian: El?patak, Hungarian pronunciation: [??l??p?t?k]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.8532,25.68248,0
384,"Vâlcele","Ulmeni","Administrative Region","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.08814,26.63219,0
385,"Oficiu Poștal Vâlcele","DN13E 527175 Vâlcele","Post Office","Valcele (Hungarian: El?patak, Hungarian pronunciation: [??l??p?t?k]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.85371,25.68384,0
386,"Vâlcele","Corbasca","Administrative Region","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",46.30523,27.12963,0
387,"Valcele","DN15 405100 Câmpia Turzii","Food & Drink","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",46.54369,23.88782,0
388,"Vâlcele","Covasna, Romania","Attraction","Vâlcele (Hungarian: Előpatak, Hungarian pronunciation: [ˈɛløːpɒtɒk]) is a commune in Covasna County, Transylvania, Romania composed of four villages:","Covasna",45.4929194117647,25.27451470588235,0
389,"Șugaș Băi","Sfântu Gheorghe","Leisure & Outdoor","N/A","Covasna",45.89674,25.70633,0
390,"Șugaș-Băi","Covasna, Romania","Attraction","N/A","Covasna",45.89674,25.70633,0
391,"Baile Fortyogo","Covasna, Romania","Attraction","N/A","Covasna",0,0,0
392,"Biborțeni","Baraolt","Administrative Region","N/A","Covasna",46.09374,25.65163,0
393,"Grădinița Biborțeni","525101 Baraolt","Educational Facility","N/A","Covasna",46.09462,25.64932,0
394,"Școala Generală Biborțeni","525101 Baraolt","Educational Facility","N/A","Covasna",46.09481,25.65239,0
395,"Strada Biborțeni","013992 Bucharest","Street or Square","N/A","Covasna",44.4899,26.09655,0
396,"Biserica Reformată Biborțeni","DJ122 Baraolt","Religious Place","Pe 23 februarie va avea loc o ?nt?lnire a wikipedi?tilor din zona Moldovei ?n Ia?i. Detalii ?i ?nscrieri ?n pagina ?nt?lnirii.","Covasna",46.094697,25.655552,0
397,"Oficiu Poștal Biborțeni","DJ122 525101 Baraolt","Post Office","N/A","Covasna",46.09251,25.65846,0
398,"Strada Boboteni","610240 Piatra Neamt","Street or Square","N/A","Covasna",46.94812,26.39127,0
399,"Biborțeni","Covasna, Romania","Attraction","Pe 23 februarie va avea loc o întâlnire a wikipediștilor din zona Moldovei în Iași. Detalii și înscrieri în pagina întâlnirii.","Covasna",45.98691385714285,25.822167428571426,0
400,"Ozunca-Băi","Bățani","Administrative Region","Baia de Fier is a commune in Gorj County, Romania. It is composed of two villages, Baia de Fier and Cern?dia.","Covasna",46.09286,25.79621,0
401,"Baia Mare","Maramureș","City, Town or Village","Băicoi (Romanian pronunciation:?[b?j?koj]) is a town in Prahova county, Romania, near the 45th parallel. It lies near Flore?ti, a train stop between Ploie?ti and C?mpina. Five localities are administered by the town: D?mbu, Lilie?ti, Schela, Tufeni and ?intea. Over time, these have become neighborhoods of the town.[1] B?icoi is situated in the historical region of Muntenia.","Covasna",47.6572,23.56598,0
402,"Băile Olănești (Baile Olanesti)","Vâlcea","City, Town or Village","Băile Olănești is a town located in Vâlcea County, Romania. The town administers eight villages: Cheia, Comanca, Gurguiata, Livadia, Mosoroasa, Olănești, Pietrișu and Tisa. It is situated in the historical region of Oltenia.","Covasna",45.20406,24.24166,0
403,"Baia de Fier","Gorj","City, Town or Village","Baia de Fier is a commune in Gorj County, Romania. It is composed of two villages, Baia de Fier and Cernădia.","Covasna",45.17151,23.7626,0
404,"Băicoi (Baicoi)","Prahova","City, Town or Village","Băicoi (Romanian pronunciation: [bəjˈkoj]) is a town in Prahova county, Romania, near the 45th parallel. It lies near Florești, a train stop between Ploiești and Câmpina. Five localities are administered by the town: Dâmbu, Liliești, Schela, Tufeni and Țintea. Over time, these have become neighborhoods of the town.[1] Bӑicoi is situated in the historical region of Muntenia.","Covasna",45.03372,25.87017,0
405,"Băișoara (Baisoara)","Cluj","City, Town or Village","N/A","Covasna",46.57723,23.466,0
406,"Băile Govora (Baile Govora)","Vâlcea","City, Town or Village","N/A","Covasna",45.08295,24.17083,0
407,"Băile Tușnad (Baile Tusnad)","Harghita","City, Town or Village","Coordinates: 46°08′49″N 25°51′38″E﻿ / ﻿46.146941°N 25.860563°E","Covasna",46.14142,25.85778,0
408,"Harghita-Băi (Harghita-Bai)","Miercurea Ciuc","Administrative Region","N/A","Covasna",46.38488,25.63778,0
409,"Geoagiu-Băi (Geoagiu-Bai)","Geoagiu","Administrative Region","The Bucegi Mountains (Romanian: Mun?ii Bucegi [?munt?sij bu?t??ed???] (listen); are located in central Romania, south of the city of Bra?ov. They are part of the Southern Carpathians group of the Carpathian Mountains. At 2,505?m (8,219?ft), Omu is its highest point.[1]","Covasna",45.93412,23.16795,0
410,"Băile Herculane (Baile Herculane)","Caraș-Severin","City, Town or Village","Băile Herculane (Latin: Aqua Herculis; German: Herkulesbad; Hungarian: Herkulesfürdő; Czech: Herkulovy Lázně, Turkish: Lazarethane) is a town in Romanian Banat, in Caraș-Severin County, situated in the valley of the Cerna River, between the Mehedinți Mountains to the east and the Cerna Mountains to the west, elevation 168 meters. Its current population is approximately 5,000. The town administers one village, Pecinișca (Hungarian: Pecsenyeska; from 1912 to 1918 Csernabesenyő).","Covasna",44.86489,22.40683,0
411,"Ozunca-Bai","Covasna, Romania","Attraction","N/A","Covasna",45.83134909090909,24.35852636363636,0
